brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
37785.0,for_sale,319000.0,4.0,3.0,0.21,1613056.0,Louisville,Kentucky,40214.0,2250.0,2021-12-22
52683.0,for_sale,49900.0,3.0,2.0,0.44,870261.0,Bee Spring,Kentucky,42207.0,1280.0,2022-03-31
57677.0,for_sale,37000.0,,,1.73,1540920.0,Zanesville,Ohio,43701.0,,
19587.0,for_sale,379900.0,4.0,3.0,,819493.0,Brandon,Mississippi,39047.0,2607.0,
52683.0,for_sale,195000.0,4.0,2.0,0.34,650196.0,Glasgow,Kentucky,42141.0,2312.0,2022-02-23
79974.0,for_sale,50000.0,,,1.13,1951124.0,Del Rio,Tennessee,37727.0,,
81695.0,for_sale,110000.0,,,0.1,1481876.0,Sandusky,Ohio,44870.0,,2019-01-31
109755.0,for_sale,24900.0,,,0.17,1862856.0,De Graff,Ohio,43318.0,,
83146.0,for_sale,235000.0,3.0,2.0,0.32,745001.0,Knoxville,Tennessee,37920.0,1137.0,2019-11-15
110049.0,for_sale,210000.0,3.0,3.0,1.0,1112444.0,Chattanooga,Tennessee,37411.0,1412.0,2021-01-07
91437.0,for_sale,1500000.0,4.0,4.0,0.04,291463.0,Cincinnati,Ohio,45208.0,4516.0,2016-09-23
35411.0,ready_to_build,357990.0,3.0,,,1762487.0,Shelbyville,Kentucky,40065.0,2069.0,
52475.0,for_sale,385000.0,4.0,3.0,0.75,248902.0,Madison,Mississippi,39110.0,2304.0,2012-07-02
70414.0,for_sale,72500.0,,,2.0,1368117.0,Liberty Center,Ohio,43532.0,,
79129.0,for_sale,29999.0,2.0,1.0,1.93,1673284.0,Greenup,Kentucky,41144.0,1008.0,
66381.0,for_sale,149900.0,3.0,3.0,0.24,641848.0,Slidell,Louisiana,70460.0,2208.0,
104016.0,for_sale,289000.0,,,6.87,684538.0,Sandusky,Ohio,44870.0,,2016-06-07
60010.0,ready_to_build,442900.0,3.0,,,1315179.0,Sunbury,Ohio,43074.0,1756.0,
22611.0,for_sale,249900.0,3.0,3.0,0.7,480698.0,Mount Vernon,Ohio,43050.0,2259.0,2018-06-22
93437.0,for_sale,498375.0,4.0,3.0,0.28,1719712.0,Knoxville,Tennessee,37931.0,3147.0,
86602.0,for_sale,2650000.0,,,34.45,1944236.0,Daphne,Alabama,36526.0,,
53053.0,for_sale,,2.0,1.0,0.17,962575.0,Woodbury,Tennessee,37190.0,878.0,1995-03-31
85990.0,for_sale,489900.0,5.0,3.0,12.77,1582108.0,Oxford,Mississippi,38655.0,2202.0,
78814.0,for_sale,59900.0,,,38.5,1920822.0,Forest,Mississippi,39074.0,,
28046.0,for_sale,205000.0,4.0,2.0,0.71,1215202.0,Louisville,Kentucky,40216.0,1925.0,2021-05-06
81701.0,for_sale,299900.0,3.0,2.0,6.72,762471.0,Murray,Kentucky,42071.0,1950.0,2017-11-21
1295.0,for_sale,54900.0,,,,1526298.0,Bowling Green,Ohio,43402.0,,2011-12-27
82596.0,for_sale,149900.0,3.0,2.0,0.27,1467815.0,Carrollton,Ohio,44615.0,1800.0,
23063.0,for_sale,180000.0,3.0,2.0,0.2,410881.0,Powell,Tennessee,37849.0,1568.0,2014-02-28
80276.0,for_sale,295000.0,,,,1214771.0,Powell,Ohio,43065.0,,
106859.0,for_sale,350000.0,2.0,3.0,0.05,1099256.0,Columbus,Ohio,43230.0,2129.0,2017-08-25
104831.0,for_sale,29500.0,,,0.27,466552.0,Loudon,Tennessee,37774.0,,
66363.0,for_sale,699900.0,,,17.5,1894026.0,Benton,Kentucky,42025.0,,
92428.0,for_sale,149900.0,2.0,3.0,0.16,1323489.0,Carrollton,Kentucky,41008.0,1752.0,
22454.0,for_sale,425000.0,,,17.48,1666869.0,Crestwood,Kentucky,40014.0,,
32826.0,for_sale,45900.0,,,6.73,985112.0,Evensville,Tennessee,37332.0,,
43906.0,for_sale,275000.0,3.0,2.0,8.71,1424402.0,Delhi Township,Ohio,45233.0,1471.0,
28714.0,for_sale,254900.0,3.0,2.0,1.04,371201.0,McMinnville,Tennessee,37110.0,1125.0,2020-08-14
81582.0,for_sale,409000.0,6.0,5.0,0.44,727619.0,Cookeville,Tennessee,38501.0,3380.0,
6556.0,for_sale,17000.0,,,0.26,743950.0,Waveland,Mississippi,39576.0,,
108555.0,for_sale,250000.0,,,3.0,794930.0,Fairhope,Alabama,36532.0,,
103296.0,for_sale,12900.0,,,0.24,271635.0,Fairfield Glade,Tennessee,38558.0,,
96588.0,for_sale,650000.0,,,19.25,1943226.0,Dayton,Tennessee,37321.0,,
15837.0,for_sale,650000.0,3.0,3.0,5.85,713925.0,Springfield,Tennessee,37172.0,2732.0,
45368.0,for_sale,350000.0,,,173.0,4666.0,Bentonia,Mississippi,39040.0,,
15845.0,for_sale,35000.0,,,1.0,1044617.0,Rockwood,Tennessee,37854.0,,
56158.0,for_sale,16900.0,,,0.79,1885362.0,Somerset,Kentucky,42503.0,,
6796.0,for_sale,59500.0,2.0,1.0,,1245276.0,Memphis,Tennessee,38104.0,,1995-04-06
33714.0,for_sale,289900.0,4.0,4.0,0.22,1017571.0,Green Township,Ohio,45211.0,2923.0,2016-03-14
86602.0,for_sale,405000.0,4.0,3.0,,855767.0,Loxley,Alabama,36551.0,2893.0,
25439.0,for_sale,875000.0,,,44.85,1968788.0,Georgetown,Tennessee,37336.0,,
84534.0,for_sale,219900.0,4.0,3.0,0.41,1760311.0,Mount Vernon,Ohio,43050.0,2623.0,2018-10-22
84265.0,for_sale,401175.0,3.0,3.0,,1637147.0,Pickerington,Ohio,43147.0,2128.0,
10786.0,for_sale,26900.0,,,1.03,1901409.0,Crossville,Tennessee,38555.0,,
25433.0,for_sale,87000.0,,,14.22,1249076.0,Hampshire,Tennessee,38461.0,,2021-02-05
31249.0,for_sale,45000.0,,,0.46,129026.0,La Grange,Kentucky,40031.0,,
23443.0,for_sale,250000.0,1.0,2.0,0.08,1497634.0,Covington,Kentucky,41011.0,1463.0,
53016.0,for_sale,79900.0,,,5.24,1867098.0,Mount Pleasant,Tennessee,38474.0,,
79656.0,for_sale,64900.0,,,9.91,1946989.0,Waverly,Ohio,45690.0,,
91446.0,for_sale,250000.0,4.0,2.0,0.46,1399386.0,Green Township,Ohio,45247.0,1904.0,
105490.0,for_sale,258300.0,3.0,2.0,1.21,59785.0,Seymour,Tennessee,37865.0,1744.0,2018-05-03
79597.0,for_sale,745000.0,5.0,6.0,0.5,1611628.0,Crestwood,Kentucky,40014.0,6236.0,2007-01-23
54815.0,for_sale,90000.0,,,,1859362.0,Flora,Mississippi,39071.0,,
64228.0,for_sale,79995.0,4.0,2.0,,567609.0,Newport,Michigan,48166.0,1680.0,
41819.0,for_sale,174900.0,3.0,1.0,1.0,156422.0,Dunmor,Kentucky,42239.0,1628.0,2022-04-21
78567.0,for_sale,119900.0,4.0,2.0,0.35,690004.0,Sidney,Ohio,45365.0,,2001-09-19
60873.0,for_sale,155000.0,,,28.0,1959807.0,Smithdale,Mississippi,39664.0,,
22011.0,for_sale,17900.0,,,0.29,524308.0,Bay Saint Louis,Mississippi,39520.0,,
87683.0,for_sale,75300.0,,,2.02,599759.0,Clyde,Ohio,43410.0,,
79257.0,for_sale,35750.0,,,0.48,1847941.0,Loxley,Alabama,36551.0,,
83146.0,for_sale,214900.0,4.0,2.0,0.27,1233901.0,Maryville,Tennessee,37804.0,1904.0,2007-10-17
11154.0,for_sale,39900.0,,,0.41,525893.0,Fairfield Glade,Tennessee,38558.0,,1987-06-02
98471.0,for_sale,20000.0,,,0.38,1616513.0,Maumee,Ohio,43537.0,,2017-09-06
79047.0,for_sale,28500.0,,,0.31,281386.0,Picayune,Mississippi,39466.0,,
24014.0,for_sale,227750.0,4.0,2.0,0.21,212156.0,Louisville,Kentucky,40214.0,1600.0,2021-03-23
32873.0,for_sale,139900.0,,,0.51,272760.0,Winchester,Kentucky,40391.0,,1992-04-01
10793.0,for_sale,462500.0,4.0,3.0,0.39,782351.0,Dyersburg,Tennessee,38024.0,3549.0,2015-10-15
30194.0,for_sale,18000.0,,,0.52,734265.0,Anniston,Alabama,36206.0,,2019-05-07
91749.0,for_sale,169900.0,,,12.39,1214155.0,Loudon,Tennessee,37774.0,,2000-08-01
33586.0,for_sale,295000.0,3.0,2.0,0.22,667684.0,Flowood,Mississippi,39232.0,1821.0,2020-05-04
81764.0,for_sale,89900.0,,,2.0,1363442.0,Chattanooga,Tennessee,37416.0,,
67440.0,for_sale,579000.0,,,216.0,1923935.0,Wellington,Kentucky,40387.0,,
52719.0,for_sale,435000.0,4.0,3.0,0.13,1101970.0,Lexington,Kentucky,40509.0,2208.0,
33718.0,for_sale,175000.0,2.0,1.0,0.5,892352.0,Union,Kentucky,41091.0,935.0,2017-09-05
106730.0,for_sale,364750.0,,,177.0,69534.0,Barbourville,Kentucky,40906.0,2020.0,
25403.0,for_sale,305000.0,4.0,3.0,0.21,186724.0,Tupelo,Mississippi,38801.0,2321.0,2020-07-30
47567.0,for_sale,27700.0,,,0.82,1907284.0,Tuskegee,Alabama,36083.0,,
12476.0,for_sale,185900.0,4.0,1.0,0.75,545170.0,Georgetown,Kentucky,40324.0,1396.0,
92420.0,for_sale,49900.0,3.0,1.0,0.12,1619230.0,Louisville,Kentucky,40211.0,2050.0,
25432.0,for_sale,275000.0,,,0.13,760357.0,Memphis,Tennessee,38112.0,,
41172.0,for_sale,234500.0,2.0,3.0,0.02,1305171.0,Westerville,Ohio,43081.0,1783.0,1984-02-01
34048.0,for_sale,74900.0,2.0,2.0,0.25,194565.0,Adelphi,Ohio,43101.0,,
75161.0,for_sale,239900.0,,,107.0,554025.0,Carlisle,Kentucky,40311.0,,
78386.0,for_sale,282000.0,2.0,2.0,7.64,130365.0,Gordonsville,Tennessee,38563.0,1440.0,2018-08-02
56545.0,for_sale,650000.0,,,138.87,1840025.0,Logan,Ohio,43138.0,,
73640.0,for_sale,114900.0,2.0,1.0,0.21,107931.0,McMinnville,Tennessee,37110.0,672.0,
43351.0,for_sale,69900.0,4.0,2.0,0.2,57478.0,Coldwater,Michigan,49036.0,1971.0,
632.0,for_sale,582050.0,,,197.0,255544.0,Meadville,Mississippi,39653.0,,
15655.0,for_sale,38400.0,,,0.22,689431.0,Newark,Ohio,43055.0,,2017-06-08
25432.0,for_sale,485000.0,3.0,3.0,0.1,1748741.0,Memphis,Tennessee,38104.0,,2021-07-01
22710.0,for_sale,695000.0,3.0,4.0,0.33,1225493.0,Columbus,Ohio,43220.0,2748.0,
87683.0,for_sale,100000.0,2.0,1.0,0.11,649588.0,Fremont,Ohio,43420.0,816.0,2002-04-12
81461.0,for_sale,169000.0,4.0,3.0,0.16,684805.0,Hazard,Kentucky,41701.0,2650.0,
92423.0,ready_to_build,384990.0,4.0,,,1882868.0,Columbia,Tennessee,38401.0,2372.0,
88050.0,for_sale,20500.0,,,1.5,1961356.0,Waveland,Mississippi,39576.0,,
41633.0,for_sale,189900.0,2.0,2.0,,1144291.0,Cold Spring,Kentucky,41076.0,,2008-08-15
72339.0,for_sale,74900.0,,,3.59,1997193.0,Sevierville,Tennessee,37876.0,,
16732.0,for_sale,177900.0,2.0,3.0,0.98,130833.0,Starkville,Mississippi,39759.0,1156.0,
41313.0,for_sale,578111.0,4.0,4.0,0.34,1740230.0,Union,Kentucky,41091.0,,
59812.0,for_sale,95000.0,3.0,2.0,,1307201.0,Boyle,Mississippi,38730.0,2204.0,
93306.0,for_sale,235000.0,3.0,3.0,1.0,831736.0,Moss Point,Mississippi,39562.0,1600.0,
32532.0,for_sale,499900.0,,,62.0,1508361.0,Lexington,Kentucky,40515.0,,
63921.0,for_sale,25000.0,,,,1863916.0,Wedowee,Alabama,36278.0,,
10317.0,for_sale,65000.0,,,13.8,6751.0,Leakesville,Mississippi,39451.0,,
79569.0,for_sale,250000.0,4.0,1.0,0.35,1829341.0,Salem,Michigan,48168.0,1448.0,2020-11-13
25860.0,for_sale,333525.0,4.0,2.0,,1575349.0,Gulf Shores,Alabama,36542.0,1915.0,
45715.0,for_sale,209900.0,1.0,1.0,,530271.0,Port Clinton,Ohio,43452.0,668.0,2002-11-25
67800.0,for_sale,65000.0,,,0.78,1889182.0,Waverly,Tennessee,37185.0,,
27996.0,for_sale,229900.0,4.0,2.0,1.01,1436457.0,Nashport,Ohio,43830.0,1384.0,2020-01-28
7943.0,for_sale,6900.0,,,0.19,1403158.0,Memphis,Tennessee,38109.0,,
78551.0,for_sale,47000.0,,,0.31,285629.0,Napoleon,Ohio,43545.0,,
88618.0,for_sale,554900.0,5.0,5.0,0.15,131110.0,Starkville,Mississippi,39759.0,3787.0,
96588.0,for_sale,275000.0,,,24.0,763275.0,Dayton,Tennessee,37321.0,,
11981.0,for_sale,456000.0,4.0,3.0,0.34,246504.0,Gulfport,Mississippi,39503.0,2537.0,
35411.0,ready_to_build,411990.0,3.0,,,533865.0,Louisville,Kentucky,40245.0,2457.0,
93521.0,for_sale,280000.0,3.0,2.0,0.11,38568.0,Memphis,Tennessee,38104.0,,2016-07-20
85103.0,for_sale,272972.0,3.0,3.0,0.34,999845.0,Kingsport,Tennessee,37663.0,1574.0,2019-11-12
54329.0,for_sale,19900.0,,,0.92,1987987.0,Louisa,Kentucky,41230.0,,
85004.0,for_sale,82000.0,4.0,1.0,0.2,895072.0,Erin,Tennessee,37061.0,1658.0,
100107.0,for_sale,550000.0,3.0,3.0,1.12,1624462.0,Nashville,Tennessee,37221.0,2296.0,2002-07-12
25432.0,for_sale,45000.0,2.0,1.0,0.13,1742382.0,Memphis,Tennessee,38112.0,,2016-05-10
98474.0,for_sale,399900.0,4.0,3.0,1.03,1149724.0,Lambertville,Michigan,48144.0,2666.0,2012-02-24
11999.0,for_sale,30750.0,,,0.41,662068.0,Livingston,Tennessee,38570.0,,1999-07-15
89891.0,for_sale,199777.0,3.0,3.0,0.17,1299522.0,Louisville,Kentucky,40214.0,1400.0,2017-02-02
44302.0,for_sale,420000.0,4.0,4.0,0.21,1133202.0,Knoxville,Tennessee,37931.0,2436.0,
35411.0,ready_to_build,312990.0,3.0,,,80187.0,Independence,Kentucky,41051.0,1983.0,
75161.0,for_sale,250000.0,,,132.0,560176.0,Mount Olivet,Kentucky,41064.0,,
103015.0,for_sale,1291000.0,,,71.0,1584148.0,Enterprise,Alabama,36330.0,,
53934.0,for_sale,1500000.0,4.0,7.0,3.0,794249.0,Lancaster,Kentucky,40444.0,4400.0,2022-01-13
85886.0,for_sale,205000.0,,,40.62,1218853.0,Monterey,Tennessee,38574.0,,1999-11-29
91009.0,for_sale,22000.0,,,0.5,1668760.0,Corbin,Kentucky,40701.0,,
83231.0,for_sale,25000.0,,,1.38,1871959.0,Hattiesburg,Mississippi,39401.0,,
10398.0,for_sale,750000.0,,,10.06,500948.0,Heiskell,Tennessee,37754.0,2777.0,
96297.0,for_sale,33000.0,,,0.55,1653987.0,Montpelier,Ohio,43543.0,,
73613.0,for_sale,165000.0,2.0,,15.0,80704.0,Pontotoc,Mississippi,38863.0,2732.0,
97175.0,for_sale,70000.0,,,28.0,1888797.0,Huntingdon,Tennessee,38344.0,,
22417.0,for_sale,230000.0,3.0,2.0,2.0,985682.0,Glasgow,Kentucky,42141.0,1590.0,2018-05-07
33718.0,for_sale,37000.0,,,0.93,1913249.0,Catlettsburg,Kentucky,41129.0,,
73294.0,for_sale,,3.0,3.0,0.96,967893.0,Murfreesboro,Tennessee,37129.0,2304.0,2003-06-30
71881.0,for_sale,30700.0,,,0.22,1898893.0,Paris,Tennessee,38242.0,,
15845.0,for_sale,209900.0,4.0,2.0,0.39,650086.0,Greeneville,Tennessee,37743.0,2028.0,2017-01-03
16540.0,for_sale,140000.0,,,2.3,1923358.0,New Tazewell,Tennessee,37825.0,,
303.0,for_sale,229000.0,,,17.8,19289.0,Dunlap,Tennessee,37327.0,,
75237.0,for_sale,406500.0,4.0,3.0,0.25,673180.0,Madison,Mississippi,39110.0,2106.0,
53053.0,for_sale,399000.0,3.0,2.0,0.37,1190036.0,Murfreesboro,Tennessee,37130.0,1737.0,2021-10-27
84807.0,for_sale,579900.0,4.0,4.0,0.15,1687985.0,Brentwood,Tennessee,37027.0,2258.0,
24186.0,for_sale,13500.0,,,0.26,1614330.0,Mount Gilead,Ohio,43338.0,,
30250.0,for_sale,600000.0,4.0,4.0,0.67,98084.0,Anderson Township,Ohio,45255.0,3237.0,2019-09-24
19586.0,for_sale,299900.0,3.0,4.0,5.17,459047.0,Morton,Mississippi,39117.0,2500.0,
69329.0,for_sale,399000.0,3.0,4.0,3.96,1254741.0,Columbia,Kentucky,42728.0,3984.0,
78386.0,for_sale,1500000.0,,,24.0,1961397.0,Mount Juliet,Tennessee,37122.0,,
53453.0,for_sale,238095.0,,,61.05,1843514.0,Evensville,Tennessee,37332.0,,
21847.0,for_sale,55000.0,,,0.68,1887217.0,Tallahassee,Florida,32312.0,,
1315.0,for_sale,49500.0,2.0,1.0,0.16,826290.0,Gulfport,Mississippi,39501.0,1120.0,
106644.0,for_sale,309900.0,,,14.48,6970.0,Campbellsburg,Kentucky,40011.0,,
25669.0,for_sale,289900.0,,,0.18,1889152.0,Thornville,Ohio,43076.0,,
89120.0,for_sale,239900.0,3.0,2.0,0.5,692307.0,Keavy,Kentucky,40737.0,1616.0,
80464.0,for_sale,125000.0,3.0,1.0,5.08,195957.0,Pontotoc,Mississippi,38863.0,1120.0,
55457.0,for_sale,528000.0,,,80.0,909248.0,Sardis,Mississippi,38666.0,,
63074.0,for_sale,44900.0,3.0,2.0,,1171993.0,New Philadelphia,Ohio,44663.0,840.0,
110102.0,for_sale,419900.0,5.0,3.0,0.34,1671358.0,Oakland,Tennessee,38060.0,,
41176.0,for_sale,171900.0,3.0,2.0,0.61,1036396.0,Washington Court House,Ohio,43160.0,1518.0,2009-07-14
25389.0,for_sale,125000.0,,,5.0,1136398.0,Olive Branch,Mississippi,38654.0,,
106946.0,for_sale,199900.0,2.0,1.0,0.26,460031.0,Memphis,Tennessee,38117.0,,
11271.0,for_sale,168000.0,1.0,1.0,5.07,349241.0,Turtletown,Tennessee,37391.0,288.0,
46601.0,for_sale,235000.0,3.0,2.0,0.32,317571.0,Foley,Alabama,36535.0,1323.0,2022-03-17
36795.0,for_sale,20000.0,,,0.09,1009214.0,Paris,Kentucky,40361.0,,
82344.0,for_sale,799900.0,,,6.2,1317001.0,Northville Township,Michigan,48168.0,,2014-03-21
10509.0,for_sale,72000.0,3.0,1.0,0.35,46976.0,Bradner,Ohio,43406.0,,1989-11-17
81718.0,for_sale,49500.0,,,6.09,1903352.0,Eddyville,Kentucky,42038.0,,
81695.0,for_sale,99900.0,,,4.94,1149481.0,Sandusky,Ohio,44870.0,,
8224.0,for_sale,850000.0,,,5.35,1751397.0,Olive Branch,Mississippi,38654.0,,
31721.0,for_sale,35000.0,,,1.33,1860556.0,Perkinston,Mississippi,39573.0,,
9886.0,for_sale,199900.0,3.0,2.0,0.1,731693.0,Dayton,Ohio,45402.0,2063.0,
53991.0,for_sale,509000.0,4.0,3.0,0.22,642870.0,Oxford,Mississippi,38655.0,2233.0,2018-07-17
56191.0,for_sale,49000.0,,,0.28,1864393.0,Wedowee,Alabama,36278.0,,
60010.0,for_sale,438000.0,2.0,2.0,,326782.0,Batavia,Ohio,45103.0,1626.0,
109987.0,for_sale,350000.0,4.0,3.0,0.28,369361.0,Hebron,Kentucky,41048.0,2306.0,2019-12-23
54176.0,for_sale,9999.0,,,0.25,1891580.0,Erie,Michigan,48133.0,,
86612.0,for_sale,175000.0,3.0,2.0,0.27,143504.0,Borden,Indiana,47106.0,1196.0,2020-06-22
33714.0,for_sale,225000.0,4.0,3.0,,192232.0,Richland,Mississippi,39218.0,1800.0,
15725.0,for_sale,185000.0,3.0,2.0,0.68,848490.0,Anniston,Alabama,36207.0,2112.0,
35411.0,ready_to_build,320990.0,3.0,,,533865.0,Louisville,Kentucky,40245.0,1740.0,
106717.0,for_sale,55000.0,1.0,1.0,1.0,892990.0,Saltillo,Tennessee,38370.0,,
33743.0,for_sale,154900.0,3.0,2.0,0.17,1378956.0,Dearborn Heights,Michigan,48125.0,1260.0,2012-07-06
33641.0,for_sale,5500.0,,,,1078460.0,Mobile,Alabama,36610.0,,
100107.0,for_sale,495000.0,6.0,4.0,0.28,923774.0,Nashville,Tennessee,37209.0,2400.0,
64896.0,for_sale,1600000.0,4.0,6.0,6.45,1503315.0,Fort Wayne,Indiana,46845.0,6929.0,
19872.0,for_sale,2700.0,,,0.25,427246.0,Middleton,Tennessee,38052.0,,
81693.0,for_sale,232000.0,3.0,3.0,0.32,58329.0,Ethridge,Tennessee,38456.0,1272.0,2022-01-04
52719.0,for_sale,225000.0,3.0,2.0,0.69,515100.0,Berea,Kentucky,40403.0,1734.0,
2028.0,for_sale,39000.0,,,0.5,92131.0,Bardstown,Kentucky,40004.0,,
73386.0,for_sale,52500.0,,,,1995404.0,Cleveland,Mississippi,38732.0,,
78790.0,for_sale,204900.0,2.0,1.0,0.12,1195569.0,Cincinnati,Ohio,45227.0,820.0,2020-10-19
105498.0,for_sale,129900.0,3.0,2.0,0.21,1591870.0,Sweetwater,Tennessee,37874.0,1000.0,2022-03-07
45316.0,for_sale,125000.0,3.0,1.0,0.37,883008.0,Jefferson City,Tennessee,37760.0,1700.0,
35411.0,ready_to_build,291990.0,2.0,,,1634748.0,Mt Washington,Kentucky,40047.0,1419.0,
63024.0,for_sale,419900.0,3.0,3.0,0.36,677063.0,Mount Pleasant,Tennessee,38474.0,2040.0,
22620.0,for_sale,410000.0,2.0,2.0,0.39,704250.0,Columbus,Ohio,43215.0,1660.0,2011-01-03
79107.0,for_sale,105400.0,,,0.41,1533713.0,Crestwood,Kentucky,40014.0,,
79129.0,for_sale,355000.0,3.0,1.0,201.0,448907.0,Isonville,Kentucky,41149.0,2240.0,
55527.0,for_sale,435000.0,3.0,4.0,0.81,46971.0,Slidell,Louisiana,70458.0,2821.0,
81427.0,for_sale,100000.0,,,0.16,841906.0,Cincinnati,Ohio,45211.0,3602.0,
75429.0,for_sale,499900.0,1.0,2.0,,785149.0,Orange Beach,Alabama,36561.0,780.0,2020-07-17
81869.0,for_sale,70000.0,,,0.71,1949292.0,Andersonville,Tennessee,37705.0,,
29357.0,for_sale,340308.0,2.0,3.0,,1549215.0,Walton,Kentucky,41094.0,2068.0,
31158.0,for_sale,6375000.0,,,85.0,1896118.0,Hilliard,Ohio,43026.0,,
41139.0,for_sale,99900.0,3.0,1.0,0.12,1367737.0,Piqua,Ohio,45356.0,1404.0,2001-03-02
45716.0,for_sale,950000.0,4.0,4.0,1.09,1713596.0,Chagrin Falls,Ohio,44023.0,,2005-05-27
20743.0,for_sale,165000.0,2.0,1.0,1.46,1808168.0,Springfield Township,Ohio,45231.0,1088.0,1988-01-29
53821.0,for_sale,345000.0,4.0,3.0,0.14,819748.0,Bellevue,Kentucky,41073.0,2472.0,2018-06-27
79944.0,for_sale,280000.0,4.0,2.0,0.22,1050342.0,Bartlett,Tennessee,38135.0,,2004-03-19
81723.0,for_sale,89900.0,,,0.84,1839308.0,Sevierville,Tennessee,37862.0,,
109871.0,for_sale,190000.0,3.0,2.0,0.13,1396537.0,Lancaster,Ohio,43130.0,1612.0,2018-05-09
63810.0,for_sale,90000.0,2.0,1.0,0.07,1035533.0,Louisville,Kentucky,40211.0,996.0,
11999.0,for_sale,429000.0,,,28.22,7687.0,Riddleton,Tennessee,37151.0,,
29883.0,for_sale,359000.0,4.0,3.0,2.0,1752177.0,Banner,Kentucky,41501.0,3200.0,
19457.0,for_sale,280000.0,3.0,2.0,,316927.0,Bellevue,Ohio,44811.0,1773.0,
103866.0,for_sale,885000.0,4.0,4.0,,1321533.0,Nashville,Tennessee,37218.0,2201.0,
52811.0,for_sale,40500.0,,,0.33,63486.0,Berea,Kentucky,40403.0,,
81323.0,for_sale,850000.0,,,25.75,1857845.0,Mount Juliet,Tennessee,37122.0,,
9927.0,for_sale,530660.0,4.0,4.0,,286058.0,Spanish Fort,Alabama,36527.0,2926.0,
81891.0,for_sale,138500.0,5.0,2.0,0.1,1540480.0,Dayton,Ohio,45405.0,2536.0,2014-03-07
79112.0,for_sale,34500.0,,,0.99,1852012.0,Sumrall,Mississippi,39482.0,,
48973.0,for_sale,65000.0,3.0,1.0,0.17,663573.0,Scottsburg,Indiana,47170.0,1152.0,2014-06-02
48342.0,for_sale,564900.0,2.0,3.0,4.0,201206.0,Newport,Kentucky,41017.0,1534.0,
94685.0,ready_to_build,415899.0,4.0,,,1910720.0,Opelika,Alabama,36801.0,2740.0,
41146.0,for_sale,169900.0,1.0,1.0,0.02,389595.0,Columbus,Ohio,43215.0,667.0,2019-08-12
16540.0,for_sale,54900.0,,,0.72,1983827.0,Bean Station,Tennessee,37708.0,,
83146.0,for_sale,133900.0,,,1.57,1994571.0,Knoxville,Tennessee,37938.0,,
78968.0,for_sale,390285.0,3.0,2.0,,469248.0,Grove City,Ohio,43123.0,2255.0,
25392.0,for_sale,850000.0,2.0,2.0,,273745.0,Oxford,Mississippi,38655.0,1190.0,
51845.0,for_sale,249000.0,3.0,2.0,0.35,770136.0,Cleveland,Tennessee,37311.0,1439.0,2011-05-03
16664.0,for_sale,499900.0,,,9.89,1884399.0,Kingston,Tennessee,37763.0,,2001-05-07
79807.0,for_sale,435900.0,3.0,2.0,10.0,876688.0,Stanford,Kentucky,40484.0,2200.0,
33613.0,for_sale,689000.0,3.0,3.0,70.36,993432.0,Owenton,Kentucky,40359.0,2160.0,
64756.0,for_sale,399000.0,4.0,5.0,6.68,1308956.0,Glen,Mississippi,38846.0,4249.0,
4791.0,for_sale,74500.0,3.0,2.0,0.5,1529604.0,Jackson,Mississippi,39213.0,1092.0,
79177.0,for_sale,510000.0,4.0,4.0,1.0,542505.0,Biloxi,Mississippi,39532.0,3105.0,
54145.0,for_sale,19900.0,3.0,1.0,1.0,1306997.0,Grove City,Ohio,43123.0,1763.0,
23441.0,for_sale,679000.0,3.0,3.0,0.07,892362.0,Cincinnati,Ohio,45209.0,,
102963.0,for_sale,79000.0,,,1.11,870543.0,Albany,Kentucky,42602.0,,
52811.0,for_sale,115000.0,,,40.92,1506195.0,Oneida,Kentucky,40972.0,,
51830.0,for_sale,75000.0,3.0,2.0,0.09,475014.0,Detroit,Michigan,48219.0,1750.0,2009-05-22
64584.0,for_sale,110000.0,,,2.08,1912915.0,Unicoi,Tennessee,37692.0,,
84262.0,for_sale,250000.0,3.0,3.0,0.1,1109310.0,Versailles,Kentucky,40383.0,1816.0,
10774.0,for_sale,125000.0,,,5.02,1890207.0,Charlotte,Tennessee,37036.0,,
15845.0,for_sale,194900.0,3.0,1.0,0.35,567558.0,Johnson City,Tennessee,37604.0,1722.0,
81243.0,for_sale,325000.0,5.0,3.0,0.27,129349.0,Mount Sterling,Kentucky,40353.0,2005.0,2018-07-20
40293.0,for_sale,45500.0,,,1.4,410303.0,Chuckey,Tennessee,37641.0,,
2066.0,for_sale,950000.0,6.0,8.0,15.0,14050.0,Munford,Alabama,36268.0,7872.0,1997-06-05
69065.0,for_sale,619900.0,5.0,4.0,1.28,342295.0,Bowling Green,Kentucky,42103.0,4100.0,2022-04-29
33714.0,for_sale,55900.0,2.0,1.0,0.12,685968.0,Dayton,Ohio,45420.0,1112.0,2019-12-03
43474.0,for_sale,279900.0,4.0,2.0,3.12,1141872.0,Jackson,Tennessee,38305.0,3074.0,2019-07-09
45781.0,for_sale,299900.0,4.0,3.0,0.34,555791.0,Madison,Ohio,44057.0,1960.0,
25531.0,for_sale,35000.0,,,1.0,1926172.0,Monterey,Tennessee,38574.0,,2002-07-05
15117.0,for_sale,18500.0,,,1.02,1230721.0,Surgoinsville,Tennessee,37873.0,,
